opeid,name,state,subsidized_recipients,subsidized_loans_originated_nb,subsidized_loans_originated_usd,subsidized_disbursements_nb,subsidized_disbursements_usd,unsubsidized_undergraduate_recipients,unsubsidized_undergraduate_loans_originated_nb,unsubsidized_undergraduate_loans_originated_usd,unsubsidized_undergraduate_disbursements_nb,unsubsidized_undergraduate_disbursements_usd,unsubsidized_graduate_recipients,unsubsidized_graduate_loans_originated_nb,unsubsidized_graduate_loans_originated_usd,unsubsidized_graduate_disbursements_nb,unsubsidized_graduate_disbursements_usd,parent_plus_recipients,parent_plus_loans_originated_nb,parent_plus_loans_originated_usd,parent_plus_disbursements_nb,parent_plus_disbursements_usd,graduate_plus_recipients,graduate_plus_loans_originated_nb,graduate_plus_loans_originated_usd,graduate_plus_disbursements_nb,graduate_plus_disbursements_usd
42063,FLORIDA VOCATIONAL INSTITUTE,FL,66,66," $150,537.00 ",131," $150,116.00 ",47,47," $149,431.00 ",94," $149,431.00 ", - , - , $- ,0, $- ,2,2," $6,230.00 ",4," $6,230.00 ", - , - , $- ,0, $- 
42079,SAE INSTITUTE OF TECHNOLOGY - MIAMI,FL,116,116," $382,052.00 ",175," $299,126.00 ",110,111," $566,583.00 ",168," $442,108.00 ", - , - , $- ,0, $- ,16,20," $200,858.00 ",32," $155,453.00 ", - , - , $- ,0, $- 
42095,SHEAR FINESSE HAIRSTYLING ACADEMY,FL,8,8," $19,829.00 ",12," $19,829.00 ",9,9," $25,751.00 ",13," $25,751.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
42108,ULTRASOUND MEDICAL INSTITUTE,FL,8,8," $26,500.00 ",9," $16,750.00 ",8,8," $38,000.00 ",9," $25,000.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
42132,KAIZEN BEAUTY ACADEMY,FL,11,11," $29,106.00 ",15," $29,106.00 ",12,12," $46,900.00 ",18," $46,611.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
42178,BOCA BEAUTY ACADEMY,FL,58,59," $171,299.00 ",99," $149,677.00 ",57,58," $236,662.00 ",102," $209,646.00 ", - , - , $- ,0, $- ,1,1," $7,702.00 ",3," $7,702.00 ", - , - , $- ,0, $- 
42212,BLY'S SCHOOL OF COSMETOLOGY,FL,1,1," $3,500.00 ",2," $3,500.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
42221,ANTON AESTHETICS ACADEMY,FL,1,1," $1,244.00 ",1," $1,244.00 ",1,1," $2,132.00 ",1," $2,132.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
42289,BEAUTY ANATOMY INSTITUTE OF COSMETOLOGY AND WELLNESS,FL,1,1," $3,500.00 ",2," $3,500.00 ",1,1," $6,000.00 ",2," $6,000.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
1541,ABRAHAM BALDWIN AGRICULTURAL COLLEGE,GA,1290,1432," $4,111,242.00 ",2561," $4,039,906.00 ",1133,1377," $3,747,357.00 ",2512," $3,692,624.00 ",3,3," $11,300.00 ",6," $11,300.00 ",78,85," $365,186.00 ",161," $357,287.00 ", - , - , $- ,0, $- 
1542,AGNES SCOTT COLLEGE,GA,554,579," $2,389,162.00 ",1096," $2,357,789.00 ",571,711," $2,245,985.00 ",1344," $2,204,378.00 ", - , - , $- ,0, $- ,93,96," $1,141,406.00 ",182," $1,128,378.00 ", - , - , $- ,0, $- 
1543,DARTON STATE COLLEGE,GA,3782,4560," $11,900,282.00 ",8301," $11,209,648.00 ",3878,5206," $13,610,143.00 ",9533," $12,725,384.00 ",7,7," $40,582.00 ",13," $39,595.00 ",57,71," $308,930.00 ",135," $293,589.00 ", - , - , $- ,0, $- 
1544,ALBANY STATE UNIVERSITY,GA,3483,4333," $14,022,821.00 ",7185," $14,009,044.00 ",3685,5268," $18,103,488.00 ",8788," $18,069,452.00 ",554,718," $8,767,794.00 ",1222," $8,744,066.00 ",250,332," $2,494,103.00 ",536," $2,475,998.00 ",28,37," $232,547.00 ",61," $232,546.00 "
1545,ANDREW COLLEGE,GA,207,209," $658,550.00 ",369," $604,192.00 ",224,277," $955,532.00 ",483," $882,420.00 ", - , - , $- ,0, $- ,32,33," $188,660.00 ",59," $181,201.00 ", - , - , $- ,0, $- 
1546,ARMSTRONG STATE UNIVERSITY,GA,3756,4491," $15,416,366.00 ",7144," $14,775,338.00 ",3072,4340," $14,336,988.00 ",6509," $13,849,932.00 ",518,845," $6,497,451.00 ",1236," $6,287,632.00 ",263,319," $2,841,462.00 ",503," $2,708,251.00 ",31,38," $315,534.00 ",55," $315,534.00 "
1547,POINT UNIVERSITY,GA,1215,1381," $5,306,777.00 ",2333," $5,134,042.00 ",1251,1422," $7,255,527.00 ",2402," $6,951,693.00 ", - , - , $- ,0, $- ,55,58," $528,601.00 ",95," $513,817.00 ", - , - , $- ,0, $- 
1552,AUGUSTA STATE UNIVERSITY,GA,2663,2862," $9,719,286.00 ",4823," $9,704,505.00 ",2719,2981," $11,716,695.00 ",4981," $11,667,871.00 ",490,586," $6,077,289.00 ",930," $6,034,588.00 ",49,63," $389,301.00 ",90," $388,531.00 ",5,6," $25,245.00 ",6," $25,245.00 "
1554,BERRY COLLEGE,GA,915,940," $3,709,926.00 ",1755," $3,683,950.00 ",965,1095," $3,589,731.00 ",2060," $3,550,046.00 ",72,97," $683,148.00 ",121," $677,136.00 ",238,252," $3,292,623.00 ",464," $3,246,193.00 ", - , - , $- ,0, $- 
1555,THOMAS UNIVERSITY,GA,654,741," $2,519,521.00 ",1117," $2,488,405.00 ",636,761," $3,029,480.00 ",1137," $2,996,912.00 ",186,259," $2,575,424.00 ",380," $2,555,214.00 ",24,26," $128,332.00 ",37," $122,561.00 ",7,9," $83,195.00 ",12," $83,195.00 "
1556,BRENAU UNIVERSITY,GA,1343,1420," $5,486,724.00 ",2368," $5,481,157.00 ",1384,1470," $7,459,209.00 ",2523," $7,443,681.00 ",983,1225," $14,855,493.00 ",1942," $14,789,278.00 ",50,52," $513,162.00 ",90," $510,035.00 ",91,111," $1,157,127.00 ",163," $1,156,757.00 "
1557,BREWTON PARKER COLLEGE,GA,367,429," $1,283,345.00 ",686," $1,278,648.00 ",357,506," $1,422,302.00 ",821," $1,415,535.00 ", - , - , $- ,0, $- ,28,36," $147,318.00 ",59," $146,685.00 ", - , - , $- ,0, $- 
1558,COLLEGE OF COASTAL GEORGIA,GA,1620,1867," $5,702,584.00 ",3355," $5,455,308.00 ",1179,1466," $4,850,925.00 ",2649," $4,637,604.00 ",2,2," $7,295.00 ",4," $7,295.00 ",33,38," $227,767.00 ",72," $224,184.00 ", - , - , $- ,0, $- 
1559,CLARK ATLANTA UNIVERSITY,GA,2473,2655," $9,822,705.00 ",4843," $9,810,548.00 ",2493,3083," $10,789,613.00 ",5537," $10,763,476.00 ",671,685," $12,177,654.00 ",1266," $12,176,886.00 ",835,923," $16,318,525.00 ",1661," $16,233,973.00 ",195,243," $2,674,125.00 ",402," $2,628,860.00 "
1560,COLUMBIA THEOLOGICAL SEMINARY,GA, - , - , $- ,0, $- , - , - , $- ,0, $- ,37,37," $402,294.00 ",90," $398,392.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- 
1561,COLUMBUS STATE UNIVERSITY,GA,4266,4653," $17,059,592.00 ",7670," $16,133,081.00 ",4510,5349," $20,541,347.00 ",8841," $19,287,242.00 ",743,1025," $8,807,160.00 ",1568," $8,213,393.00 ",190,226," $1,572,751.00 ",365," $1,543,091.00 ",11,13," $96,071.00 ",16," $96,071.00 "
1562,GEORGIA PERIMETER COLLEGE,GA,7235,7973," $22,958,575.00 ",13188," $21,088,536.00 ",6205,7118," $21,720,890.00 ",11946," $20,054,989.00 ", - , - , $- ,0, $- ,20,22," $94,513.00 ",39," $86,327.00 ", - , - , $- ,0, $- 
1563,EMMANUEL COLLEGE,GA,471,512," $1,859,835.00 ",890," $1,857,820.00 ",498,555," $2,190,344.00 ",966," $2,183,381.00 ", - , - , $- ,0, $- ,102,115," $879,155.00 ",197," $856,636.00 ", - , - , $- ,0, $- 
1564,EMORY UNIVERSITY,GA,2602,2802," $11,015,595.00 ",5142," $10,970,843.00 ",2287,2511," $7,620,808.00 ",4600," $7,550,414.00 ",2818,3010," $64,109,791.00 ",5423," $63,481,832.00 ",311,352," $7,314,250.00 ",614," $7,221,539.00 ",1163,1712," $29,825,442.00 ",2527," $29,590,573.00 "
1566,FORT VALLEY STATE UNIVERSITY,GA,2972,3203," $11,955,385.00 ",5856," $11,383,069.00 ",3098,4017," $15,954,963.00 ",7309," $15,026,317.00 ",328,360," $5,696,837.00 ",663," $5,354,810.00 ",255,283," $2,514,758.00 ",518," $2,415,494.00 ",6,6," $52,583.00 ",12," $52,583.00 "
1567,GAINESVILLE STATE COLLEGE,GA,2681,2764," $8,759,493.00 ",4635," $8,395,727.00 ",1727,1867," $6,184,155.00 ",3162," $5,934,030.00 ", - , - , $- ,0, $- ,29,31," $215,854.00 ",56," $212,312.00 ", - , - , $- ,0, $- 
1568,INTERDENOMINATIONAL THEOLOGICAL CENTER,GA, - , - , $- ,0, $- ,2,2," $16,435.00 ",3," $16,435.00 ",397,561," $7,613,448.00 ",1032," $7,507,644.00 ", - , - , $- ,0, $- ,5,6," $67,975.00 ",9," $63,432.00 "
1569,GEORGIA INSTITUTE OF TECHNOLOGY,GA,4150,5304," $18,371,146.00 ",8335," $18,322,378.00 ",4444,5822," $18,941,650.00 ",9273," $18,755,603.00 ",1068,1557," $18,626,613.00 ",2334," $18,127,117.00 ",1416,1706," $25,412,808.00 ",2798," $24,454,346.00 ",431,579," $6,564,659.00 ",859," $6,356,801.00 "
1570,SOUTHERN POLYTECHNIC STATE UNIVERSITY,GA,2933,2993," $12,327,770.00 ",5294," $11,341,103.00 ",2767,2955," $14,047,498.00 ",5217," $12,700,722.00 ",427,432," $7,603,095.00 ",740," $6,830,647.00 ",144,152," $1,487,934.00 ",275," $1,373,819.00 ",18,18," $171,151.00 ",28," $169,062.00 "
1571,GEORGIA MILITARY COLLEGE,GA,4884,6086," $13,213,435.00 ",13799," $12,332,957.00 ",4002,4750," $12,885,826.00 ",11187," $12,061,404.00 ",13,13," $44,150.00 ",35," $38,650.00 ",53,63," $334,512.00 ",132," $314,149.00 ", - , - , $- ,0, $- 
1572,GEORGIA SOUTHERN UNIVERSITY,GA,10264,12812," $42,423,186.00 ",21022," $40,673,669.00 ",9100,13529," $37,191,663.00 ",20950," $35,740,900.00 ",1783,3178," $20,987,896.00 ",4459," $20,003,677.00 ",1244,1498," $11,140,689.00 ",2427," $10,867,061.00 ",94,141," $1,052,445.00 ",183," $1,031,591.00 "
1573,GEORGIA SOUTHWESTERN STATE UNIVERSITY,GA,1579,1833," $6,377,763.00 ",2953," $6,310,825.00 ",1521,1870," $6,960,964.00 ",3038," $6,880,280.00 ",137,210," $1,580,261.00 ",301," $1,545,240.00 ",53,66," $333,417.00 ",107," $332,251.00 ", - , - , $- ,0, $- 
1574,GEORGIA STATE UNIVERSITY,GA,14496,15877," $60,099,478.00 ",26820," $57,958,910.00 ",14351,16956," $66,143,401.00 ",28286," $63,646,013.00 ",3951,6226," $66,785,764.00 ",8496," $64,325,067.00 ",1007,1244," $9,821,556.00 ",1979," $9,521,837.00 ",498,715," $5,205,097.00 ",1045," $5,149,735.00 "
1575,GORDON STATE COLLEGE,GA,2421,2491," $8,449,420.00 ",4275," $7,600,269.00 ",2289,2573," $8,782,222.00 ",4399," $7,851,106.00 ",1,1," $5,000.00 ",2," $4,472.00 ",58,63," $363,748.00 ",115," $353,824.00 ", - , - , $- ,0, $- 
1577,KENNESAW STATE UNIVERSITY,GA,12514,14307," $50,723,546.00 ",23365," $47,880,163.00 ",11649,13398," $52,249,766.00 ",22032," $48,374,159.00 ",1205,1499," $18,130,008.00 ",2292," $17,000,348.00 ",493,536," $5,744,147.00 ",927," $5,608,716.00 ",83,95," $982,766.00 ",141," $975,001.00 "
1578,LAGRANGE COLLEGE,GA,582,638," $2,389,200.00 ",1178," $2,377,307.00 ",654,800," $2,854,035.00 ",1491," $2,824,097.00 ",117,162," $1,472,180.00 ",204," $1,456,526.00 ",87,102," $1,090,255.00 ",178," $1,073,993.00 ",5,5," $38,112.00 ",7," $38,112.00 "
1579,GEORGIA REGENTS UNIVERSITY,GA,305,310," $1,300,665.00 ",555," $1,293,273.00 ",285,296," $1,260,784.00 ",523," $1,259,616.00 ",1216,1264," $33,401,331.00 ",2832," $32,899,085.00 ",5,5," $65,607.00 ",10," $65,607.00 ",367,412," $5,721,828.00 ",867," $5,690,560.00 "
1580,MERCER UNIVERSITY,GA,2905,3202," $12,067,818.00 ",5674," $11,752,069.00 ",3044,4289," $14,272,475.00 ",7156," $13,856,744.00 ",3004,3561," $71,473,728.00 ",6908," $69,993,328.00 ",213,247," $2,499,970.00 ",418," $2,440,987.00 ",1203,1622," $26,673,241.00 ",2958," $26,238,917.00 "
1581,MIDDLE GEORGIA STATE COLLEGE,GA,1884,2098," $6,090,923.00 ",3735," $6,016,607.00 ",1821,2561," $6,739,699.00 ",4567," $6,613,629.00 ", - , - , $- ,0, $- ,162,202," $967,928.00 ",365," $927,908.00 ", - , - , $- ,0, $- 
1582,MOREHOUSE COLLEGE,GA,1791,1876," $7,732,537.00 ",3556," $7,595,469.00 ",1782,2055," $7,891,583.00 ",3893," $7,690,665.00 ", - , - , $- ,0, $- ,760,791," $18,833,191.00 ",1518," $18,636,540.00 ", - , - , $- ,0, $- 
1585,UNIVERSITY OF NORTH GEORGIA,GA,2402,2667," $9,202,660.00 ",4392," $8,941,688.00 ",2611,2969," $11,324,523.00 ",5003," $10,896,228.00 ",327,379," $4,497,029.00 ",634," $4,434,212.00 ",204,240," $1,376,772.00 ",382," $1,332,968.00 ",45,70," $367,920.00 ",109," $365,148.00 "
1586,OGLETHORPE UNIVERSITY,GA,515,553," $2,231,701.00 ",988," $2,222,364.00 ",541,580," $2,344,524.00 ",1061," $2,325,588.00 ",5,8," $121,750.00 ",16," $114,918.00 ",90,96," $1,234,019.00 ",167," $1,228,706.00 ", - , - , $- ,0, $- 
1587,PAINE COLLEGE,GA,691,759," $2,621,771.00 ",1288," $2,570,093.00 ",687,1262," $3,158,809.00 ",2105," $3,116,018.00 ", - , - , $- ,0, $- ,70,85," $574,279.00 ",124," $571,423.00 ", - , - , $- ,0, $- 
1588,PIEDMONT COLLEGE,GA,954,1722," $3,955,456.00 ",1722," $3,953,315.00 ",975,1791," $4,093,217.00 ",1791," $4,087,076.00 ",1231,2350," $9,874,280.00 ",2351," $9,846,006.00 ",171,201," $1,354,423.00 ",333," $1,338,854.00 ",1,1," $2,500.00 ",1," $2,500.00 "
1589,REINHARDT UNIVERSITY,GA,661,746," $2,795,807.00 ",1330," $2,788,790.00 ",690,904," $2,993,514.00 ",1597," $2,986,827.00 ",53,65," $711,622.00 ",116," $710,006.00 ",91,110," $1,058,755.00 ",195," $1,042,346.00 ", - , - , $- ,0, $- 
1590,SAVANNAH STATE UNIVERSITY,GA,3898,4390," $14,898,391.00 ",7712," $14,455,607.00 ",3910,6052," $18,708,539.00 ",10695," $18,036,840.00 ",139,197," $2,162,867.00 ",343," $2,062,942.00 ",363,456," $3,326,796.00 ",779," $3,243,856.00 ",10,12," $81,016.00 ",22," $81,016.00 "
1591,SHORTER UNIVERSITY,GA,1819,2220," $7,833,204.00 ",4050," $7,797,870.00 ",1854,2305," $10,170,774.00 ",4213," $10,099,730.00 ",225,258," $3,415,630.00 ",460," $3,389,308.00 ",142,166," $1,587,602.00 ",303," $1,579,467.00 ", - , - , $- ,0, $- 
1592,SOUTH GEORGIA STATE COLLEGE,GA,1380,1501," $4,315,482.00 ",2597," $3,972,292.00 ",1250,1606," $4,171,209.00 ",2802," $3,837,633.00 ",8,9," $40,374.00 ",18," $40,374.00 ",54,59," $281,015.00 ",105," $263,071.00 ", - , - , $- ,0, $- 
1594,SPELMAN COLLEGE,GA,1452,1458," $6,439,397.00 ",2770," $6,271,114.00 ",1512,1801," $6,365,468.00 ",3403," $6,159,107.00 ", - , - , $- ,0, $- ,702,744," $19,545,090.00 ",1433," $19,358,105.00 ", - , - , $- ,0, $- 
1596,TOCCOA FALLS COLLEGE,GA,553,555," $2,158,615.00 ",998," $2,150,115.00 ",510,518," $2,007,331.00 ",922," $1,997,232.00 ", - , - , $- ,0, $- ,107,110," $673,066.00 ",196," $664,669.00 ", - , - , $- ,0, $- 
1597,TRUETT MCCONNELL COLLEGE,GA,380,415," $1,483,107.00 ",792," $1,424,988.00 ",368,452," $1,477,034.00 ",848," $1,397,623.00 ", - , - , $- ,0, $- ,38,41," $283,817.00 ",79," $266,958.00 ", - , - , $- ,0, $- 
1598,UNIVERSITY OF GEORGIA,GA,7949,7949," $31,649,300.00 ",15417," $31,597,496.00 ",9456,9456," $38,522,507.00 ",18318," $38,325,533.00 ",3787,3787," $69,038,853.00 ",8578," $68,406,578.00 ",1340,1366," $13,992,607.00 ",2568," $13,764,286.00 ",1152,1191," $13,679,541.00 ",2492," $13,499,918.00 "
1599,VALDOSTA STATE UNIVERSITY,GA,6504,7223," $26,727,265.00 ",12165," $25,454,602.00 ",6563,8587," $30,018,829.00 ",14489," $28,608,892.00 ",1586,2068," $22,611,103.00 ",3195," $21,304,703.00 ",1125,1308," $11,671,470.00 ",2139," $11,237,531.00 ",408,494," $2,234,295.00 ",742," $2,150,527.00 "
1600,WESLEYAN COLLEGE,GA,281,327," $1,108,629.00 ",548," $1,108,629.00 ",296,357," $1,347,981.00 ",602," $1,347,678.00 ",45,56," $796,147.00 ",98," $792,706.00 ",36,42," $281,334.00 ",73," $276,630.00 ",1,1," $2,350.00 ",2," $2,350.00 "
1601,UNIVERSITY OF WEST GEORGIA,GA,6220,6869," $23,435,637.00 ",11594," $23,400,483.00 ",6475,8321," $27,335,707.00 ",14222," $27,269,753.00 ",1214,1504," $15,976,282.00 ",2361," $15,899,174.00 ",811,923," $6,959,195.00 ",1547," $6,892,639.00 ",13,13," $85,933.00 ",14," $85,933.00 "
1602,GEORGIA COLLEGE & STATE UNIVERSITY,GA,2102,2347," $8,808,771.00 ",4042," $8,549,369.00 ",2557,2913," $10,760,510.00 ",5061," $10,371,102.00 ",559,655," $8,638,337.00 ",1002," $8,153,846.00 ",361,407," $3,644,249.00 ",684," $3,543,550.00 ",24,27," $194,192.00 ",29," $184,475.00 "
1604,YOUNG HARRIS COLLEGE,GA,526,543," $2,048,712.00 ",976," $2,042,799.00 ",598,627," $2,315,155.00 ",1128," $2,309,580.00 ", - , - , $- ,0, $- ,110,118," $1,066,330.00 ",201," $1,058,647.00 ", - , - , $- ,0, $- 
3484,COVENANT COLLEGE,GA,534,556," $2,258,569.00 ",1035," $2,208,488.00 ",501,549," $1,701,804.00 ",1012," $1,647,070.00 ",15,15," $96,592.00 ",23," $95,024.00 ",90,92," $1,105,132.00 ",177," $1,064,379.00 ", - , - , $- ,0, $- 
3956,DALTON STATE COLLEGE,GA,1824,2082," $5,844,238.00 ",3779," $5,836,351.00 ",1098,1325," $3,857,742.00 ",2437," $3,824,381.00 ",1,1," $1,470.00 ",2," $1,470.00 ",6,6," $51,409.00 ",12," $51,097.00 ", - , - , $- ,0, $- 
4024,GEORGIA NORTHWESTERN TECHNICAL COLLEGE,GA,1545,1641," $4,528,707.00 ",3155," $4,038,091.00 ",1194,1291," $3,486,688.00 ",2524," $3,077,853.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
4117,GRADY HEALTH SYSTEM,GA,53,53," $193,379.00 ",172," $186,756.00 ",53,53," $275,351.00 ",163," $260,227.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
5256,WIREGRASS GEORGIA TECHNICAL COLLEGE,GA,1010,1093," $2,224,054.00 ",1933," $2,220,988.00 ",655,713," $1,334,745.00 ",1283," $1,331,956.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
5599,AUGUSTA TECHNICAL COLLEGE,GA,1697,1770," $5,416,537.00 ",2935," $5,372,255.00 ",1213,1295," $4,656,449.00 ",2166," $4,630,178.00 ",25,28," $163,330.00 ",47," $159,830.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- 
5601,ALBANY TECHNICAL COLLEGE,GA,2846,2909," $7,671,392.00 ",5812," $6,661,739.00 ",1617,1691," $3,533,368.00 ",3542," $3,077,572.00 ",6,6," $19,724.00 ",12," $17,724.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- 
5618,SAVANNAH TECHNICAL COLLEGE,GA,1267,1486," $3,141,726.00 ",2843," $3,012,483.00 ",1074,1313," $3,376,852.00 ",2514," $3,230,810.00 ",1,1, $600.00 ,2, $600.00 , - , - , $- ,0, $- , - , - , $- ,0, $- 
5619,NORTH GEORGIA TECHNICAL COLLEGE,GA,481,500," $1,435,697.00 ",1008," $1,294,785.00 ",325,338," $893,409.00 ",705," $792,467.00 ",4,4," $18,014.00 ",7," $18,014.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- 
5621,SOUTHERN CRESCENT TECHNICAL COLLEGE,GA,1783,2047," $5,035,363.00 ",3933," $5,022,643.00 ",1413,1679," $4,577,972.00 ",3228," $4,561,135.00 ",5,5," $22,000.00 ",10," $22,000.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- 
5622,GEORGIA PIEDMONT TECHNICAL COLLEGE,GA,1643,1712," $5,171,107.00 ",6117," $4,614,473.00 ",1427,1635," $4,109,706.00 ",5864," $3,724,831.00 ",15,16," $49,608.00 ",50," $47,707.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- 
5624,COLUMBUS TECHNICAL COLLEGE,GA,1609,1653," $4,706,876.00 ",3231," $4,701,238.00 ",1513,1579," $5,468,178.00 ",3099," $5,455,353.00 ",2,2," $4,360.00 ",4," $4,360.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- 
5763,CENTRAL GEORGIA TECHNICAL COLLEGE,GA,1629,1861," $3,868,882.00 ",3281," $3,862,730.00 ",840,910," $1,578,935.00 ",1583," $1,566,236.00 ",9,9," $22,934.00 ",14," $22,934.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- 
7728,MACON STATE COLLEGE,GA,2825,3071," $10,064,915.00 ",5183," $9,908,086.00 ",2629,2955," $11,848,828.00 ",4970," $11,629,958.00 ", - , - , $- ,0, $- ,25,27," $133,974.00 ",43," $133,160.00 ", - , - , $- ,0, $- 
8543,ATLANTA TECHNICAL COLLEGE,GA,3559,3658," $10,841,589.00 ",6712," $9,452,062.00 ",3149,3301," $10,912,688.00 ",6088," $9,455,620.00 ",10,10," $47,510.00 ",21," $37,544.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- 
8976,CLAYTON STATE UNIVERSITY,GA,5212,6055," $20,258,658.00 ",10250," $20,242,748.00 ",4960,6015," $26,258,275.00 ",10176," $26,224,591.00 ",276,338," $4,617,186.00 ",598," $4,580,387.00 ",182,223," $1,569,500.00 ",365," $1,556,150.00 ",29,33," $230,746.00 ",41," $230,746.00 "
9270,ART INSTITUTE OF ATLANTA (THE),GA,6793,8990," $26,449,561.00 ",20710," $26,351,633.00 ",6840,8950," $34,400,831.00 ",20876," $34,187,815.00 ",1,1," $6,000.00 ",3," $6,000.00 ",1232,1524," $21,805,271.00 ",3846," $21,584,380.00 ", - , - , $- ,0, $- 
9507,GEORGIA HIGHLANDS COLLEGE,GA,2103,2301," $7,313,311.00 ",3906," $6,442,730.00 ",1237,1336," $4,189,379.00 ",2309," $3,754,812.00 ",17,18," $76,112.00 ",31," $64,085.00 ",8,9," $38,230.00 ",15," $38,230.00 ", - , - , $- ,0, $- 
10487,WEST GEORGIA TECHNICAL COLLEGE,GA,1822,1883," $6,025,821.00 ",3570," $5,275,769.00 ",1464,1567," $5,469,785.00 ",3081," $4,627,795.00 ",1,1," $9,500.00 ",2," $9,500.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- 
10771,GUPTON-JONES COLLEGE,GA,134,186," $608,434.00 ",389," $520,872.00 ",78,105," $440,691.00 ",217," $404,877.00 ", - , - , $- ,0, $- ,1,2," $12,000.00 ",6," $12,000.00 ", - , - , $- ,0, $- 
10997,EAST GEORGIA STATE COLLEGE,GA,2071,2163," $6,981,722.00 ",3648," $6,196,459.00 ",2003,2268," $6,585,171.00 ",3792," $5,780,225.00 ", - , - , $- ,0, $- ,46,58," $244,458.00 ",101," $231,282.00 ", - , - , $- ,0, $- 
11074,BAINBRIDGE STATE COLLEGE,GA,2189,2376," $6,385,764.00 ",4065," $6,211,268.00 ",1624,2034," $5,157,746.00 ",3554," $4,980,934.00 ",1,1," $4,600.00 ",2," $4,600.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- 
11574,BAUDER COLLEGE,GA,812,1242," $3,266,530.00 ",2753," $3,084,434.00 ",816,1338," $4,813,721.00 ",2926," $4,465,741.00 ", - , - , $- ,0, $- ,18,28," $155,762.00 ",50," $134,091.00 ", - , - , $- ,0, $- 
12051,PRO WAY HAIR SCHOOL,GA,243,263," $811,452.00 ",604," $748,536.00 ",230,249," $772,431.00 ",576," $720,792.00 ", - , - , $- ,0, $- ,2,2," $7,150.00 ",5," $7,150.00 ", - , - , $- ,0, $- 
12165,ATLANTA METROPOLITAN  STATE COLLEGE,GA,1570,1813," $4,658,415.00 ",3115," $4,280,842.00 ",621,725," $1,755,087.00 ",1263," $1,639,678.00 ",3,3," $12,250.00 ",4," $7,000.00 ",12,12," $63,998.00 ",19," $60,697.00 ", - , - , $- ,0, $- 
13039,SOUTH UNIVERSITY,GA,18708,23218," $67,134,584.00 ",45559," $62,456,883.00 ",17963,22612," $94,665,642.00 ",44573," $87,498,850.00 ",3407,5629," $70,961,367.00 ",13076," $68,496,828.00 ",950,1161," $13,658,378.00 ",2782," $13,251,060.00 ",791,865," $13,629,468.00 ",2387," $13,336,357.00 "
20550,WAYCROSS COLLEGE,GA,207,220," $637,504.00 ",382," $590,176.00 ",121,134," $404,565.00 ",240," $369,694.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
20609,BROWN COLLEGE OF COURT REPORTING,GA,233,292," $839,903.00 ",730," $825,798.00 ",246,309," $1,517,755.00 ",782," $1,486,777.00 ", - , - , $- ,0, $- ,5,7," $41,011.00 ",18," $41,011.00 ", - , - , $- ,0, $- 
20748,LIFE UNIVERSITY,GA,758,1138," $2,925,310.00 ",1930," $2,901,076.00 ",809,1210," $4,173,675.00 ",2032," $4,129,652.00 ",1843,3224," $63,196,109.00 ",5978," $63,053,598.00 ",39,50," $636,571.00 ",91," $628,900.00 ",1099,1881," $14,003,674.00 ",3373," $13,964,470.00 "
21160,SANFORD-BROWN COLLEGE,GA,3361,3535," $10,453,111.00 ",6468," $10,104,685.00 ",3131,3291," $15,519,063.00 ",6120," $14,581,750.00 ", - , - , $- ,0, $- ,185,193," $1,336,213.00 ",357," $1,241,493.00 ", - , - , $- ,0, $- 
21415,SAVANNAH COLLEGE OF ART AND DESIGN,GA,4733,5828," $20,558,468.00 ",13057," $19,929,654.00 ",4995,6150," $18,185,970.00 ",13764," $17,421,821.00 ",1205,1806," $22,913,053.00 ",3384," $21,800,338.00 ",2132,2648," $64,386,816.00 ",6145," $62,379,529.00 ",621,894," $10,359,084.00 ",1700," $9,959,555.00 "
22172,PORTFOLIO CENTER-,GA,199,217," $740,357.00 ",448," $693,299.00 ",202,230," $1,130,601.00 ",473," $1,059,100.00 ", - , - , $- ,0, $- ,11,13," $230,937.00 ",23," $220,300.00 ", - , - , $- ,0, $- 
